"steam_appid";"timestamp_created";"timestamp_updated";"voted_up";"votes_up";"votes_funny";"weighted_vote_score";"comment_count
40;1454884449;1454884449;"TRUE";11;1;0.580472708;1
40;1553730929;1553730929;"TRUE";7;0;0.58040458;0
40;1626967537;1626967537;"TRUE";5;1;0.580213845;0
40;1462673823;1462673823;"TRUE";9;1;0.578396261;0
40;1469773995;1509337396;"TRUE";3;0;0.577109754;0
40;1434547149;1528573702;"TRUE";41;24;0.577037096;5
40;1483123365;1483124208;"TRUE";6;0;0.576317251;0
40;1482822922;1482822922;"TRUE";6;0;0.575946987;2
50;1384972813;1470390929;"TRUE";125;0;0.886718214;8
50;1546006363;1546006363;"TRUE";121;21;0.884207964;0
50;1497052188;1497052839;"TRUE";47;5;0.838235974;2
50;1421419413;1443894127;"TRUE";92;21;0.83232075;2
50;1527958980;1527958980;"TRUE";54;28;0.831959724;0
50;1411823268;1411823541;"TRUE";72;2;0.827962458;5
50;1451952904;1451954557;"TRUE";67;2;0.827049613;4
50;1584009047;1584009047;"TRUE";46;1;0.818270385;0
50;1400343613;1400343613;"TRUE";56;0;0.791562021;0
50;1543529974;1543530131;"TRUE";36;24;0.788711905;1
50;1624469302;1624469302;"TRUE";37;17;0.78723371;0
50;1499910659;1499979662;"TRUE";49;21;0.779526293;5
50;1414268924;1423623920;"TRUE";132;90;0.778160393;7
50;1608974767;1608974767;"TRUE";31;17;0.776842296;0
50;1414294256;1414294256;"TRUE";147;175;0.776220143;0
50;1403287149;1403287149;"TRUE";35;1;0.774942935;0
50;1479939960;1479939960;"TRUE";29;1;0.771006882;0
50;1434072216;1434072216;"TRUE";27;4;0.763349533;2
50;1586299598;1586299598;"TRUE";35;3;0.762664199;0
50;1594475707;1594475707;"TRUE";29;6;0.760029793;0
50;1624994495;1624994495;"TRUE";30;6;0.75904727;0
50;1584358217;1584358217;"TRUE";43;0;0.758846879;8
50;1602367507;1602367507;"TRUE";33;17;0.758350849;1
50;1620802931;1620802931;"TRUE";39;11;0.755993068;0
50;1424571662;1424571662;"TRUE";43;1;0.754047036;1
50;1477549928;1477549928;"TRUE";34;17;0.751694918;0
50;1412769377;1412769377;"TRUE";57;76;0.749280214;0
50;1541213237;1541213237;"TRUE";32;8;0.745573699;0
50;1606226914;1606226914;"TRUE";45;17;0.740905225;0
50;1497953927;1497953927;"TRUE";28;0;0.740484595;4
50;1390071389;1390071389;"TRUE";40;0;0.739693463;2
50;1583886441;1583896111;"TRUE";23;1;0.736086369;0
50;1628232925;1628270806;"TRUE";18;0;0.735844016;0
50;1510083056;1510083056;"TRUE";51;71;0.735723734;4
50;1578917022;1578917022;"TRUE";28;0;0.734868646;0
50;1534625091;1534694155;"TRUE";28;44;0.732719362;11
50;1480301707;1480301707;"TRUE";23;29;0.728512764;0
50;1620676799;1620676799;"TRUE";22;7;0.728445053;0
50;1608130636;1608454198;"TRUE";24;4;0.726555467;6
50;1606626738;1606626738;"TRUE";28;10;0.726382017;3
50;1383874386;1383874386;"TRUE";39;0;0.725260675;0
50;1484774682;1484774682;"TRUE";26;0;0.720211804;6
50;1586682656;1586683355;"TRUE";21;0;0.718402326;0
50;1522124373;1522124743;"TRUE";33;2;0.714530766;7
50;1412358570;1619032290;"TRUE";26;1;0.713476598;1
50;1516458145;1527576201;"TRUE";18;2;0.709411442;0
50;1561773330;1562196949;"TRUE";20;0;0.708762646;0
50;1530165038;1530165038;"TRUE";26;7;0.702956378;0
50;1614210163;1614210163;"TRUE";21;3;0.702276051;0
50;1611429200;1611429299;"TRUE";19;0;0.702075601;0
50;1482436680;1482436680;"TRUE";23;0;0.700605392;2
50;1452364231;1452383013;"TRUE";17;0;0.700160086;3
50;1550400337;1550400825;"TRUE";19;1;0.699398816;0
50;1415598260;1415598260;"TRUE";109;116;0.69700557;7
50;1619376498;1619376498;"TRUE";26;4;0.69660306;0
50;1555329212;1555339875;"TRUE";19;13;0.696463406;0
50;1596243478;1596243478;"TRUE";15;6;0.693877518;0
50;1457181238;1457201238;"TRUE";13;0;0.691814303;0
50;1423612194;1423612466;"TRUE";24;13;0.690384209;1
50;1625597999;1625597999;"TRUE";17;9;0.687608778;0
50;1397192902;1397192902;"TRUE";36;0;0.686700106;1
50;1495484826;1495484826;"TRUE";12;0;0.686609685;0
50;1595382924;1595382924;"TRUE";15;2;0.685598671;0
50;1609420562;1609420562;"TRUE";20;2;0.684646487;2
50;1613163485;1613163485;"TRUE";20;18;0.684511065;7
50;1607070587;1607070587;"TRUE";14;6;0.684228301;0
50;1589629053;1589629053;"TRUE";15;2;0.682581484;2
50;1628379359;1628379359;"TRUE";19;6;0.682282567;0
50;1586902235;1586976275;"TRUE";18;0;0.681321084;0
50;1614891080;1614891080;"TRUE";18;7;0.679810703;0
50;1589205456;1589205456;"TRUE";20;9;0.679136753;0
50;1593136549;1596411853;"TRUE";15;0;0.677902877;0
50;1605217534;1605217534;"TRUE";16;11;0.677660882;0
50;1394321262;1394321591;"TRUE";16;0;0.675259829;0
50;1616182285;1616182285;"TRUE";16;12;0.674310088;0
50;1464364832;1464366984;"TRUE";12;0;0.673941433;0
50;1617642195;1617642195;"TRUE";17;3;0.672706366;0
50;1466830559;1511485489;"TRUE";28;33;0.672040164;6
50;1561827796;1561827796;"TRUE";17;3;0.670392275;0
50;1624670289;1624670289;"TRUE";18;0;0.669381797;5
50;1573858726;1573858726;"TRUE";16;0;0.668898463;0
50;1624667820;1624667835;"TRUE";16;8;0.668093264;0
50;1612922584;1612922584;"TRUE";16;0;0.668068945;0
50;1545540844;1546186845;"TRUE";20;36;0.667475283;2
50;1618180584;1618180584;"TRUE";12;1;0.663023353;2
50;1435063061;1495542329;"TRUE";10;0;0.662158489;0
50;1520792808;1520792808;"TRUE";10;9;0.660704195;0
50;1468400828;1470397793;"TRUE";11;0;0.660369277;0
50;1595768908;1598209048;"TRUE";14;0;0.658234656;0
50;1492563517;1492563517;"TRUE";14;0;0.657956898;0
50;1625087997;1625088141;"TRUE";14;0;0.656475782;0
50;1579936588;1579936588;"TRUE";17;0;0.654644966;0
50;1587059349;1587059445;"TRUE";17;10;0.653631508;0
50;1579764317;1579764872;"TRUE";14;0;0.652629256;0
50;1564536387;1564536387;"TRUE";13;7;0.652534485;0
50;1581797319;1581797319;"TRUE";12;0;0.652446568;0
50;1536311917;1536311917;"TRUE";11;0;0.651412368;0
50;1576424801;1576424801;"TRUE";13;0;0.651112437;0
50;1613423871;1613423871;"TRUE";12;2;0.650847852;0
50;1492421867;1492421867;"TRUE";13;1;0.650400698;0
60;1364233406;1389597182;"TRUE";193;64;0.928956091;51
60;1608692049;1608692049;"TRUE";74;52;0.874120951;0
60;1529409653;1529409653;"TRUE";83;37;0.848535299;2
60;1543319128;1543319128;"TRUE";83;141;0.84579289;17
60;1561268293;1561268293;"TRUE";68;56;0.844185352;0
60;1511505320;1511505320;"TRUE";63;42;0.831661224;0
60;1577494920;1577494920;"TRUE";59;35;0.831218481;0
60;1475132153;1475132163;"TRUE";48;55;0.831043363;4
60;1596636663;1596636663;"TRUE";57;23;0.825725853;0
60;1423864701;1423864701;"TRUE";196;288;0.821075261;9
60;1509538388;1512344282;"TRUE";64;36;0.818166137;3
60;1385664374;1385664374;"TRUE";217;8;0.814748168;4
60;1519158922;1519159290;"FALSE";138;185;0.811938703;42
60;1482366618;1482366618;"TRUE";75;85;0.804015517;1
60;1584941066;1584941066;"TRUE";36;17;0.797439337;9
60;1497144376;1497144376;"TRUE";46;4;0.796485901;0
60;1546394299;1546394299;"TRUE";43;30;0.792851508;0
60;1388274451;1388274451;"TRUE";64;0;0.789357841;2
60;1402415172;1402415172;"TRUE";234;11;0.788988948;1
60;1451142642;1451142642;"TRUE";58;88;0.783390403;3
60;1589444096;1589444096;"TRUE";40;7;0.781623006;0
60;1419629812;1419629812;"TRUE";60;72;0.779545665;4
60;1561765257;1561847906;"TRUE";29;8;0.775876939;0
60;1513911484;1513911484;"TRUE";52;39;0.771929502;0
60;1521669103;1521669103;"TRUE";37;15;0.769232571;2
60;1386059942;1386169177;"TRUE";60;0;0.767697692;0
60;1569963115;1569963330;"TRUE";35;30;0.767613471;8
60;1427315353;1427315353;"TRUE";86;122;0.766331613;6
60;1599595763;1599595763;"FALSE";39;20;0.762456298;6
60;1385623269;1386591641;"TRUE";70;0;0.75775063;0
60;1465322714;1465322714;"TRUE";55;43;0.755877614;0
60;1600194296;1600194296;"TRUE";44;5;0.755007982;0
60;1527925793;1527925793;"TRUE";51;41;0.75080657;1
60;1376451580;1385413119;"TRUE";77;5;0.746760368;2
60;1617751812;1617751812;"TRUE";38;14;0.746055782;3
60;1433006492;1465095249;"TRUE";26;4;0.743944883;1
60;1439999656;1439999656;"TRUE";173;216;0.738893449;26
60;1608310921;1608310921;"TRUE";28;4;0.738301396;0
60;1437598846;1466627313;"TRUE";182;290;0.73827672;0
60;1418695149;1456924750;"TRUE";115;351;0.738071084;6
60;1552073189;1552073189;"TRUE";27;12;0.737643003;0
60;1606580711;1606580711;"TRUE";26;14;0.735168397;0
60;1363144366;1363144366;"TRUE";23;11;0.732186556;4
60;1545403039;1545403039;"TRUE";35;9;0.732119799;0
60;1585821274;1585821274;"TRUE";21;15;0.731131732;0
60;1416455380;1608347454;"TRUE";161;251;0.729079902;1
60;1590691493;1590691493;"TRUE";24;46;0.727850974;0
60;1530551949;1535054031;"TRUE";25;28;0.727753162;2
60;1482119087;1530052082;"TRUE";19;3;0.725235701;0
60;1519564581;1519564581;"TRUE";50;23;0.723769605;4
60;1454916232;1454916232;"TRUE";26;17;0.723574996;3
60;1575264608;1575264608;"TRUE";26;38;0.722997606;0
60;1416536573;1416536573;"TRUE";124;115;0.72272855;1
60;1414093641;1414093641;"TRUE";42;26;0.72085768;0
60;1403412598;1403412598;"TRUE";126;0;0.720738769;2
60;1290655733;1290655733;"TRUE";18;1;0.717710912;24
60;1512590203;1512590203;"TRUE";23;2;0.714798152;0
60;1486956877;1486956877;"TRUE";23;16;0.713980317;0
60;1561167564;1606721147;"FALSE";48;10;0.713878691;0
60;1414939692;1414939692;"TRUE";210;197;0.712802887;1
60;1527545400;1527545400;"TRUE";24;32;0.71167171;0
60;1617134808;1617134808;"TRUE";47;21;0.710975945;0
60;1458703188;1458703188;"TRUE";34;74;0.710965633;2
60;1592336000;1592336000;"TRUE";19;3;0.709744155;0
60;1548755518;1548755518;"TRUE";21;14;0.708097458;2
60;1627154366;1627154366;"TRUE";23;0;0.707507432;0
60;1497440723;1497440821;"FALSE";32;16;0.706761122;0
60;1495808712;1495808712;"TRUE";22;19;0.705897629;0
60;1613292434;1613292434;"TRUE";19;0;0.705693126;0
60;1614380853;1614380853;"TRUE";22;6;0.704188883;1
60;1516458197;1527576246;"TRUE";17;2;0.701480329;0
60;1508366180;1508366180;"TRUE";22;14;0.701002181;3
60;1502018129;1502018129;"TRUE";24;3;0.700475752;2
60;1595688323;1595688323;"TRUE";16;6;0.699376464;0
60;1308634723;1385450860;"FALSE";120;23;0.699059725;4
60;1465891805;1485086104;"TRUE";18;2;0.698439658;0
60;1549486969;1549486969;"TRUE";20;3;0.698033571;0
60;1598582897;1598582897;"TRUE";26;7;0.695697427;0
60;1588161765;1588161807;"TRUE";16;27;0.69543153;0
60;1403244737;1403244737;"TRUE";105;1;0.694416106;2
60;1559534203;1559534203;"TRUE";17;2;0.690642238;0
60;1434315349;1434315349;"TRUE";69;65;0.68937248;0
60;1430672644;1430672644;"TRUE";44;42;0.689206898;1
60;1632008312;1632008312;"TRUE";18;7;0.688242853;1
60;1498165679;1498165679;"TRUE";26;29;0.687887132;0
60;1574935906;1574935906;"TRUE";17;2;0.687626481;0
60;1443320853;1443320853;"TRUE";48;55;0.687329948;0
60;1623282836;1623282836;"FALSE";30;5;0.687300265;0
60;1559233245;1559233245;"TRUE";24;34;0.687075913;0
60;1384043719;1384043719;"TRUE";81;0;0.686670959;1
60;1575436668;1575436668;"TRUE";19;2;0.686658442;0
60;1593324933;1593324933;"TRUE";13;0;0.685316145;0
60;1408871374;1408871453;"TRUE";92;35;0.684861004;10
60;1388750574;1388750574;"TRUE";68;6;0.683998704;1
60;1464182504;1464182504;"FALSE";43;69;0.683332324;7
60;1535422798;1535422798;"TRUE";20;4;0.683273435;0
60;1489929848;1489929848;"FALSE";23;0;0.683220565;1
60;1501712173;1501712173;"TRUE";19;6;0.682240367;0
60;1612281165;1612281165;"TRUE";13;2;0.68213892;0
60;1486225237;1486225304;"TRUE";17;0;0.681947887;0
70;1497730287;1580835382;"TRUE";474;79;0.952927291;10
70;1630321161;1630321161;"TRUE";386;2;0.948380351;0
70;1621430942;1621430942;"TRUE";229;44;0.941474617;22
70;1579658968;1579658968;"TRUE";150;6;0.926657617;0
70;1479946175;1479946175;"TRUE";489;304;0.920725763;42
70;1395438968;1395438968;"TRUE";484;48;0.916265488;32
70;1591915724;1591915724;"TRUE";137;6;0.912149012;1
70;1603994080;1603994080;"TRUE";172;35;0.910167336;0
70;1587312336;1587312336;"TRUE";241;199;0.909737051;1
70;1572820451;1572820451;"TRUE";135;14;0.908606708;4
70;1609546010;1609546010;"TRUE";139;84;0.906508148;14
70;1622648140;1622648140;"TRUE";122;42;0.899115741;3
70;1625597810;1625597810;"TRUE";132;42;0.895782232;3
70;1585533396;1586021931;"TRUE";97;5;0.895251989;1
70;1612813287;1612813287;"TRUE";234;22;0.894346416;1
70;1409612574;1409612574;"TRUE";174;3;0.891543806;5
70;1572817914;1572817914;"TRUE";108;102;0.891525745;3
70;1497913780;1497913937;"TRUE";130;7;0.889855444;3
70;1377297455;1574882036;"TRUE";82;1;0.884125352;5
70;1593584842;1593584842;"TRUE";95;5;0.883610606;0
70;1545228313;1545228313;"TRUE";90;2;0.882980168;4
70;1529292962;1529292962;"TRUE";249;30;0.880465269;0
70;1421288310;1442802662;"TRUE";231;26;0.8743186;24
70;1606707823;1606707823;"TRUE";108;25;0.874289632;3
70;1588200356;1588200356;"TRUE";107;64;0.874260366;6
70;1611519782;1611519782;"TRUE";187;131;0.873751938;12
70;1408390212;1445790555;"TRUE";198;4;0.873178661;0
70;1434135905;1434135905;"TRUE";117;24;0.872973919;0
70;1427013508;1427014826;"TRUE";132;20;0.870643139;3
70;1412504259;1412504259;"TRUE";214;222;0.866785467;2
70;1600663635;1600663635;"TRUE";83;2;0.865743995;4
70;1495677756;1495677756;"TRUE";73;2;0.864449084;4
70;1623719612;1623719612;"TRUE";100;55;0.86411041;0
70;1498348647;1498348647;"TRUE";113;98;0.860564291;9
70;1626834520;1626834520;"TRUE";76;18;0.859043956;8
70;1592672526;1592672526;"TRUE";82;53;0.857627809;0
70;1616433651;1633871966;"TRUE";170;91;0.857595861;5
70;1617857520;1617857520;"TRUE";68;4;0.856862545;0
70;1589507900;1589507900;"TRUE";68;4;0.856824696;0
70;1626317534;1626317534;"TRUE";87;54;0.856560469;3
70;1316737019;1385422656;"TRUE";484;33;0.855832815;8
70;1414229530;1416085578;"TRUE";486;1188;0.855349064;7
70;1482999710;1482999710;"TRUE";61;4;0.85469681;0
70;1388582873;1388582873;"TRUE";174;0;0.853100717;3
70;1403321347;1412038207;"TRUE";1277;21;0.847833872;39
70;1614715090;1614715090;"TRUE";68;4;0.846855104;0
70;1421170403;1421170403;"TRUE";79;20;0.845280707;0
70;1418874646;1418874646;"TRUE";563;631;0.844799578;39
70;1509041075;1509041075;"TRUE";60;1;0.844456196;0
70;1597142318;1597142318;"TRUE";63;60;0.844318748;0
70;1601952656;1601952656;"TRUE";55;2;0.842891097;0
70;1385411533;1411741765;"TRUE";214;0;0.840476811;14
70;1618885455;1618885455;"TRUE";61;28;0.838010132;0
70;1390847477;1433278548;"TRUE";130;2;0.836905122;23
70;1424068967;1424068967;"TRUE";252;673;0.835398436;4
70;1423518448;1423846570;"TRUE";60;0;0.835154235;2
70;1540835702;1540835702;"TRUE";64;4;0.835012496;4
70;1391587031;1391587031;"TRUE";111;0;0.834133208;0
70;1552073344;1552073344;"TRUE";58;4;0.833680511;0
70;1619907069;1619907069;"TRUE";113;14;0.833515346;0
70;1601821911;1601821911;"TRUE";132;37;0.833348691;0
70;1603372032;1603372032;"TRUE";80;92;0.832959294;14
70;1512256331;1514051471;"TRUE";81;6;0.831833482;4
70;1599910484;1599910484;"TRUE";70;72;0.831308544;7
70;1502249520;1502249520;"TRUE";81;71;0.827912986;1
70;1613089117;1613089117;"TRUE";82;32;0.826063752;0
70;1503946673;1503946805;"TRUE";101;2;0.825916588;6
70;1623127635;1623127635;"TRUE";51;3;0.825575471;2
70;1624311213;1624311213;"TRUE";61;80;0.824607491;17
70;1503638796;1503638796;"TRUE";97;10;0.824342728;2
70;1577093723;1577093723;"TRUE";71;2;0.821267664;1
70;1624075361;1624075361;"TRUE";58;21;0.819392085;0
70;1583697811;1583697811;"TRUE";45;2;0.817624152;0
70;1594728344;1594728344;"TRUE";47;61;0.817223489;7
70;1412145828;1412145828;"TRUE";104;5;0.815496027;4
70;1540156882;1540156882;"TRUE";71;24;0.814825833;1
70;1615501828;1615501828;"TRUE";131;86;0.813840508;7
70;1620746420;1620746420;"TRUE";166;37;0.813514352;0
70;1628133248;1628133248;"TRUE";49;13;0.812097669;1
70;1512281113;1512281113;"TRUE";70;2;0.811514914;8
70;1607010659;1607010659;"TRUE";56;15;0.808295131;0
70;1420504377;1420504377;"TRUE";160;73;0.808072746;19
70;1485037674;1487699271;"TRUE";52;0;0.806598186;2
70;1632545121;1632545121;"TRUE";43;23;0.806592584;0
70;1579671145;1579671145;"TRUE";55;15;0.806542873;0
70;1615231753;1615231753;"TRUE";52;4;0.806231737;0
70;1626726094;1631058400;"TRUE";45;7;0.805228233;0
70;1542985148;1542985148;"TRUE";58;5;0.8041628;0
70;1397746099;1398582044;"TRUE";242;6;0.803774595;11
70;1625243355;1625243355;"TRUE";41;17;0.802960694;4
70;1614554302;1614554315;"TRUE";84;67;0.802786171;1
70;1590168468;1590168468;"TRUE";50;35;0.80202508;0
70;1414914106;1426217809;"TRUE";318;366;0.801798046;16
70;1542617316;1542617316;"TRUE";60;1;0.800797641;0
70;1591501995;1591501995;"TRUE";81;33;0.799662471;0
70;1617108833;1617700705;"TRUE";83;36;0.798172414;0
70;1595544169;1595544169;"TRUE";71;4;0.796692789;0
70;1514013107;1514013107;"TRUE";47;6;0.795851886;1
70;1411542032;1411774923;"TRUE";113;218;0.795641422;12
70;1520044060;1520044060;"TRUE";45;21;0.794978499;2
80;1593518762;1593518762;"TRUE";114;96;0.894505262;0
80;1448534815;1448762870;"TRUE";111;14;0.884457767;0
80;1511558700;1511558700;"TRUE";123;86;0.875634015;7
80;1478049863;1516433206;"TRUE";144;47;0.872325242;6
80;1385410809;1385410836;"TRUE";127;0;0.861551881;0
80;1617854262;1617854262;"TRUE";51;5;0.847053826;0
80;1385759404;1412002158;"TRUE";511;4;0.840078294;8
80;1542905170;1551293232;"TRUE";39;5;0.827035785;0
80;1423283137;1423283137;"TRUE";93;29;0.819744229;1
80;1413176833;1413176833;"TRUE";63;4;0.819178998;0
80;1479574530;1524435383;"TRUE";51;133;0.804867804;3
80;1416710602;1420340841;"TRUE";70;8;0.79988569;2
80;1586608432;1586608432;"TRUE";43;65;0.799827516;0
80;1609635321;1609635321;"TRUE";44;4;0.79611665;0
80;1385246940;1385246940;"TRUE";79;0;0.796100616;0
80;1432328485;1432328485;"TRUE";55;3;0.792960286;5
80;1479943528;1479943528;"TRUE";49;36;0.788756728;0
80;1434630903;1434630903;"TRUE";140;12;0.787873507;3
80;1487767886;1487767886;"TRUE";67;27;0.787500262;1
80;1414489644;1414489924;"TRUE";72;22;0.785190225;5
80;1599458210;1599458210;"TRUE";33;5;0.783928931;0
80;1385866233;1385866233;"TRUE";46;0;0.778477967;5
80;1415172122;1593189716;"TRUE";230;154;0.773820519;18
80;1465130289;1465886869;"TRUE";29;4;0.77172339;0
80;1405519618;1467834300;"TRUE";57;0;0.77055794;4
80;1512280341;1608454914;"TRUE";34;1;0.759615064;2
80;1606006955;1606006955;"TRUE";55;46;0.757756114;0
80;1498592027;1498713731;"TRUE";51;7;0.756325543;2
80;1509916485;1587505133;"TRUE";28;4;0.748914063;0
80;1628797686;1628797686;"TRUE";26;0;0.748176813;0
80;1511645612;1511653843;"TRUE";23;2;0.744429529;2
80;1561778616;1561778616;"TRUE";23;2;0.741593301;0
80;1481019602;1481019602;"TRUE";25;32;0.733479679;0
80;1534982953;1534983564;"TRUE";26;1;0.730981946;0
80;1487612826;1490140824;"TRUE";27;3;0.729479492;2
80;1606928283;1606928283;"TRUE";31;12;0.727710426;0
80;1418838006;1484415985;"TRUE";53;22;0.725734115;0
80;1621607039;1621607039;"TRUE";23;3;0.72369957;0
80;1519130978;1525236385;"TRUE";21;2;0.722801685;2
80;1623577875;1623578010;"TRUE";18;0;0.719722986;0
80;1556325397;1556325397;"TRUE";20;1;0.719416142;0
80;1449501459;1454103036;"TRUE";56;3;0.71353358;3
80;1608902176;1627459858;"TRUE";18;2;0.713458419;3
80;1544942335;1544960968;"TRUE";16;7;0.71147728;0
80;1616520028;1616520028;"TRUE";17;1;0.710585177;0
80;1434524145;1434524234;"TRUE";30;1;0.709783554;0
80;1483415321;1483415321;"TRUE";17;5;0.708227754;3
80;1423429119;1496456622;"TRUE";23;8;0.704508305;0
80;1564469100;1564469100;"TRUE";20;25;0.704443455;0
80;1402744134;1402744134;"TRUE";38;0;0.703205168;1
80;1466989310;1513901261;"TRUE";15;3;0.702662766;1
80;1596524309;1596524309;"TRUE";19;1;0.702216268;3
80;1468065146;1468065146;"TRUE";35;12;0.701911986;4
80;1593703157;1593703193;"TRUE";35;4;0.70082444;1
80;1590551485;1590551485;"TRUE";21;14;0.700650454;0
80;1522286958;1604887239;"TRUE";22;1;0.70043689;1
80;1319108988;1490261652;"TRUE";16;0;0.693467319;0
80;1512511164;1512511164;"TRUE";19;1;0.69248873;1
80;1510870748;1510870893;"TRUE";31;4;0.692292631;0
80;1600820302;1600820302;"TRUE";17;5;0.691317379;0
80;1559264044;1559264044;"TRUE";13;0;0.687376261;0
80;1630933129;1630933129;"TRUE";14;4;0.687190771;0
80;1587698305;1590851922;"TRUE";14;25;0.687185943;2
80;1625463545;1625463545;"TRUE";15;1;0.687099338;0
80;1508353435;1508353435;"TRUE";22;12;0.686760187;2
80;1510009319;1510009319;"TRUE";19;1;0.684246123;0
80;1379698178;1379698178;"TRUE";58;0;0.683967054;0
80;1602678570;1602678570;"TRUE";13;12;0.681281447;0
80;1461590121;1461590121;"TRUE";24;44;0.680115044;0
80;1586702970;1586702970;"TRUE";13;8;0.677668989;0
80;1606534332;1606534332;"TRUE";11;1;0.677419364;0
80;1561915523;1561915523;"TRUE";12;1;0.675794959;0
80;1467387807;1467387807;"TRUE";13;0;0.675573826;0
80;1419476287;1419476287;"TRUE";30;61;0.675301135;0
80;1607966610;1607966610;"TRUE";17;8;0.674072742;0
80;1576440421;1576440455;"TRUE";14;13;0.671467245;0
80;1558069378;1558069378;"TRUE";18;27;0.670547605;0
80;1582511913;1582511913;"TRUE";12;3;0.670396805;0
80;1613830891;1613830891;"TRUE";16;4;0.669474244;0
80;1496153883;1496153883;"TRUE";17;2;0.668799996;0
80;1481499113;1481499113;"TRUE";15;2;0.668561578;3
80;1591605403;1591605403;"TRUE";19;14;0.668335021;0
80;1497722429;1497722429;"TRUE";29;13;0.667193472;1
80;1612372979;1612372979;"TRUE";14;0;0.666785121;0
80;1543406084;1573246119;"TRUE";13;1;0.665241897;0
80;1522917776;1522917776;"TRUE";11;0;0.664893508;0
